order_id,주문일,채널,sku,제품명,맛,수량,판매단가,판매금액,주문상태,배송지역,기획전,배송비
CPG-260509-071,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,40300,40300,배송완료,대전,쿠팡 골드박스 단백질 위크,0
CPG-260509-072,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,40300,40300,배송완료,경기,쿠팡 골드박스 단백질 위크,0
CPG-260509-072,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,2,35800,71600,배송완료,경기,쿠팡 골드박스 단백질 위크,0
CPG-260509-073,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,2,35800,71600,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-074,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,40300,40300,배송완료,부산,쿠팡 골드박스 단백질 위크,0
CPG-260509-075,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35800,35800,배송완료,서울,쿠팡 골드박스 단백질 위크,0
CPG-260509-076,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,35800,35800,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-077,2026-05-09,쿠팡,PRO-MNI-06,프로틴 드링크 미니 6입,커피,2,10100,20200,결제완료,서울,,0
CPG-260509-078,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,2,35800,71600,배송완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260509-079,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,1,40300,40300,배송완료,인천,쿠팡 골드박스 단백질 위크,0
CPG-260509-080,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,40300,40300,배송완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260509-080,2026-05-09,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,녹차,2,91700,183400,배송완료,대구,,0
CPG-260509-080,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35800,35800,배송완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260509-081,2026-05-09,쿠팡,SLM-SHK-21,슬림쉐이크 9종 21입,딸기,1,64200,64200,배송완료,대구,,0
CPG-260509-082,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,1,40300,40300,배송완료,대전,쿠팡 골드박스 단백질 위크,0
CPG-260509-083,2026-05-09,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,초코,1,91700,91700,배송완료,인천,,0
CPG-260509-083,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,1,35800,35800,배송완료,인천,쿠팡 골드박스 단백질 위크,0
CPG-260509-084,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,40300,40300,배송완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260509-085,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,40300,40300,결제완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-085,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,35800,35800,결제완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-086,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,2,35800,71600,배송완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260509-087,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35800,35800,환불,기타,쿠팡 골드박스 단백질 위크,0
CPG-260509-088,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,2,40300,80600,배송완료,기타,쿠팡 골드박스 단백질 위크,0
CPG-260509-089,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,40300,40300,배송완료,대전,쿠팡 골드박스 단백질 위크,0
CPG-260509-090,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,35800,35800,배송완료,부산,쿠팡 골드박스 단백질 위크,0
CPG-260509-090,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,35800,35800,배송완료,부산,쿠팡 골드박스 단백질 위크,0
CPG-260509-091,2026-05-09,쿠팡,PRO-MNI-06,프로틴 드링크 미니 6입,바나나,2,10100,20200,배송완료,부산,,0
CPG-260509-092,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,2,40300,80600,결제완료,대전,쿠팡 골드박스 단백질 위크,0
CPG-260509-093,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,35800,35800,결제완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260509-094,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,40300,40300,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-094,2026-05-09,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,단호박,1,91700,91700,배송완료,광주,,0
CPG-260509-095,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,1,35800,35800,배송완료,서울,쿠팡 골드박스 단백질 위크,0
CPG-260509-096,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,40300,40300,배송완료,서울,쿠팡 골드박스 단백질 위크,0
CPG-260509-096,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,35800,35800,배송완료,서울,쿠팡 골드박스 단백질 위크,0
CPG-260509-097,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,40300,40300,배송완료,부산,쿠팡 골드박스 단백질 위크,0
CPG-260509-098,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,40300,40300,배송완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260509-099,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,2,35800,71600,배송완료,인천,쿠팡 골드박스 단백질 위크,0
CPG-260509-099,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,35800,35800,배송완료,인천,쿠팡 골드박스 단백질 위크,0
CPG-260509-100,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,40300,40300,배송완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260509-101,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,2,35800,71600,배송완료,경기,쿠팡 골드박스 단백질 위크,0
CPG-260509-101,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,35800,35800,배송완료,경기,쿠팡 골드박스 단백질 위크,0
CPG-260509-102,2026-05-09,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,초코,1,91700,91700,배송완료,대전,,0
CPG-260509-102,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,35800,35800,배송완료,대전,쿠팡 골드박스 단백질 위크,0
CPG-260509-103,2026-05-09,쿠팡,PRO-MNI-06,프로틴 드링크 미니 6입,오리지널,1,10100,10100,배송완료,부산,,0
CPG-260509-104,2026-05-09,쿠팡,DRL-ACV-30,닥터랩노쉬 ACV 구미 30일,-,2,14200,28400,배송완료,서울,,0
CPG-260509-105,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,1,40300,40300,배송완료,인천,쿠팡 골드박스 단백질 위크,0
CPG-260509-105,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,40300,40300,배송완료,인천,쿠팡 골드박스 단백질 위크,0
CPG-260509-106,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35800,35800,배송완료,기타,쿠팡 골드박스 단백질 위크,0
CPG-260509-107,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35800,35800,결제완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260509-107,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,2,40300,80600,결제완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260509-108,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,40300,40300,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-108,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,35800,35800,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-108,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,35800,35800,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-109,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,40300,40300,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-110,2026-05-09,쿠팡,DRL-ACV-30,닥터랩노쉬 ACV 구미 30일,-,1,14200,14200,배송완료,광주,,0
CPG-260509-110,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,40300,40300,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-110,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,2,35800,71600,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-111,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,35800,35800,배송완료,부산,쿠팡 골드박스 단백질 위크,0
CPG-260509-112,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,2,40300,80600,배송완료,부산,쿠팡 골드박스 단백질 위크,0
CPG-260509-112,2026-05-09,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,초당옥수수,2,91700,183400,배송완료,부산,,0
CPG-260509-112,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,35800,35800,배송완료,부산,쿠팡 골드박스 단백질 위크,0
CPG-260509-113,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35800,35800,배송완료,인천,쿠팡 골드박스 단백질 위크,0
CPG-260509-114,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,40300,40300,배송완료,부산,쿠팡 골드박스 단백질 위크,0
CPG-260509-115,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,40300,40300,결제완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-115,2026-05-09,쿠팡,PRO-MNI-06,프로틴 드링크 미니 6입,딸기,1,10100,10100,결제완료,광주,,0
CPG-260509-116,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,2,35800,71600,배송완료,서울,쿠팡 골드박스 단백질 위크,0
CPG-260509-117,2026-05-09,쿠팡,CRN-SHK-10,크런치 단백질 셰이크 10회분,-,1,35600,35600,배송완료,광주,,0
CPG-260509-117,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,40300,40300,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-118,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35800,35800,배송완료,대전,쿠팡 골드박스 단백질 위크,0
CPG-260509-118,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,40300,40300,배송완료,대전,쿠팡 골드박스 단백질 위크,0
CPG-260509-119,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,1,35800,35800,배송완료,기타,쿠팡 골드박스 단백질 위크,0
CPG-260509-120,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,40300,40300,교환,서울,쿠팡 골드박스 단백질 위크,0
CPG-260509-121,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,2,40300,80600,배송완료,인천,쿠팡 골드박스 단백질 위크,0
CPG-260509-122,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,35800,35800,배송완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260509-123,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,40300,40300,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-124,2026-05-09,쿠팡,CRN-SHK-10,크런치 단백질 셰이크 10회분,-,1,35600,35600,교환,부산,,0
CPG-260509-125,2026-05-09,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,흑임자,1,91700,91700,배송완료,기타,,0
CPG-260509-125,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,40300,40300,배송완료,기타,쿠팡 골드박스 단백질 위크,0
CPG-260509-126,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35800,35800,배송완료,기타,쿠팡 골드박스 단백질 위크,0
CPG-260509-127,2026-05-09,쿠팡,CRN-SHK-10,크런치 단백질 셰이크 10회분,-,1,35600,35600,배송완료,광주,,0
CPG-260509-127,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,40300,40300,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-127,2026-05-09,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,40300,40300,배송완료,광주,쿠팡 골드박스 단백질 위크,0
CPG-260509-128,2026-05-09,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,초코,1,91700,91700,배송완료,부산,,0
CPG-260509-129,2026-05-09,쿠팡,CRN-SHK-10,크런치 단백질 셰이크 10회분,-,1,35600,35600,배송완료,경기,,0
CPG-260509-129,2026-05-09,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,35800,35800,배송완료,경기,쿠팡 골드박스 단백질 위크,0
KLY-260509-001,2026-05-09,마켓컬리,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,41400,41400,배송완료,광주,쿠팡 골드박스 단백질 위크,0
KLY-260509-001,2026-05-09,마켓컬리,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,36900,36900,배송완료,광주,쿠팡 골드박스 단백질 위크,0
KLY-260509-002,2026-05-09,마켓컬리,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,36900,36900,배송완료,서울,쿠팡 골드박스 단백질 위크,0
KLY-260509-003,2026-05-09,마켓컬리,SLM-SHK-35,슬림쉐이크 9종 35입,녹차,2,94400,188800,배송완료,경기,,0
KLY-260509-004,2026-05-09,마켓컬리,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,41400,41400,배송완료,서울,쿠팡 골드박스 단백질 위크,0
KLY-260509-005,2026-05-09,마켓컬리,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,2,41400,82800,교환,경기,쿠팡 골드박스 단백질 위크,0
KLY-260509-006,2026-05-09,마켓컬리,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,41400,41400,배송완료,서울,쿠팡 골드박스 단백질 위크,0
KLY-260509-007,2026-05-09,마켓컬리,SLM-SHK-35,슬림쉐이크 9종 35입,단호박,1,94400,94400,배송완료,대전,,0
KLY-260509-007,2026-05-09,마켓컬리,SLM-SHK-21,슬림쉐이크 9종 21입,단호박,1,66000,66000,배송완료,대전,,0
KLY-260509-008,2026-05-09,마켓컬리,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,41400,41400,결제완료,인천,쿠팡 골드박스 단백질 위크,0
KLY-260509-008,2026-05-09,마켓컬리,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,36900,36900,결제완료,인천,쿠팡 골드박스 단백질 위크,0
KLY-260509-009,2026-05-09,마켓컬리,SLM-SHK-35,슬림쉐이크 9종 35입,초당옥수수,1,94400,94400,배송완료,기타,,0
MUS-260509-001,2026-05-09,무신사,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35100,35100,배송완료,서울,쿠팡 골드박스 단백질 위크,3000
MUS-260509-002,2026-05-09,무신사,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,2,35100,70200,배송완료,부산,쿠팡 골드박스 단백질 위크,0
MUS-260509-003,2026-05-09,무신사,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,39500,39500,배송완료,대전,쿠팡 골드박스 단백질 위크,0
MUS-260509-003,2026-05-09,무신사,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,1,39500,39500,배송완료,대전,쿠팡 골드박스 단백질 위크,0
MUS-260509-004,2026-05-09,무신사,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,2,39500,79000,결제완료,부산,쿠팡 골드박스 단백질 위크,0
MUS-260509-004,2026-05-09,무신사,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,39500,39500,결제완료,부산,쿠팡 골드박스 단백질 위크,0
MUS-260509-004,2026-05-09,무신사,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,35100,35100,결제완료,부산,쿠팡 골드박스 단백질 위크,0
NVR-260509-001,2026-05-09,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,39500,39500,배송완료,경기,쿠팡 골드박스 단백질 위크,0
NVR-260509-001,2026-05-09,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,2,35100,70200,배송완료,경기,쿠팡 골드박스 단백질 위크,0
NVR-260509-002,2026-05-09,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,39500,39500,배송완료,광주,쿠팡 골드박스 단백질 위크,3000
NVR-260509-003,2026-05-09,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,39500,39500,배송완료,대구,쿠팡 골드박스 단백질 위크,3000
NVR-260509-004,2026-05-09,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,35100,35100,배송완료,광주,쿠팡 골드박스 단백질 위크,3000
NVR-260509-005,2026-05-09,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,1,35100,35100,배송완료,대전,쿠팡 골드박스 단백질 위크,3000
NVR-260509-006,2026-05-09,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,39500,39500,배송완료,인천,쿠팡 골드박스 단백질 위크,0
NVR-260509-006,2026-05-09,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,35100,35100,배송완료,인천,쿠팡 골드박스 단백질 위크,0
NVR-260509-007,2026-05-09,네이버스토어,DRL-ACV-30,닥터랩노쉬 ACV 구미 30일,-,2,13900,27800,배송완료,서울,,3000
NVR-260509-008,2026-05-09,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,2,39500,79000,배송완료,서울,쿠팡 골드박스 단백질 위크,0
NVR-260509-009,2026-05-09,네이버스토어,SLM-SHK-35,슬림쉐이크 9종 35입,초코,1,89900,89900,배송완료,광주,,0
NVR-260509-010,2026-05-09,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,35100,35100,결제완료,대전,쿠팡 골드박스 단백질 위크,0
NVR-260509-010,2026-05-09,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,35100,35100,결제완료,대전,쿠팡 골드박스 단백질 위크,0
NVR-260509-010,2026-05-09,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35100,35100,결제완료,대전,쿠팡 골드박스 단백질 위크,0
NVR-260509-011,2026-05-09,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35100,35100,배송완료,기타,쿠팡 골드박스 단백질 위크,3000
NVR-260509-012,2026-05-09,네이버스토어,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,2,35100,70200,배송완료,부산,쿠팡 골드박스 단백질 위크,0
NVR-260509-013,2026-05-09,네이버스토어,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,2,39500,79000,배송완료,대구,쿠팡 골드박스 단백질 위크,0
OWN-260509-001,2026-05-09,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,1,39500,39500,배송완료,광주,쿠팡 골드박스 단백질 위크,0
OWN-260509-001,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,35100,35100,배송완료,광주,쿠팡 골드박스 단백질 위크,0
OWN-260509-002,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,35100,35100,배송완료,광주,쿠팡 골드박스 단백질 위크,0
OWN-260509-002,2026-05-09,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,39500,39500,배송완료,광주,쿠팡 골드박스 단백질 위크,0
OWN-260509-003,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,2,35100,70200,배송완료,광주,쿠팡 골드박스 단백질 위크,0
OWN-260509-004,2026-05-09,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,2,39500,79000,배송완료,경기,쿠팡 골드박스 단백질 위크,0
OWN-260509-004,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,35100,35100,배송완료,경기,쿠팡 골드박스 단백질 위크,0
OWN-260509-004,2026-05-09,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,39500,39500,배송완료,경기,쿠팡 골드박스 단백질 위크,0
OWN-260509-005,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,35100,35100,환불,부산,쿠팡 골드박스 단백질 위크,0
OWN-260509-006,2026-05-09,자사몰,SLM-SHK-21,슬림쉐이크 9종 21입,녹차,1,62900,62900,배송완료,부산,,0
OWN-260509-007,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,35100,35100,배송완료,광주,쿠팡 골드박스 단백질 위크,0
OWN-260509-007,2026-05-09,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,1,39500,39500,배송완료,광주,쿠팡 골드박스 단백질 위크,0
OWN-260509-008,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,35100,35100,배송완료,경기,쿠팡 골드박스 단백질 위크,0
OWN-260509-009,2026-05-09,자사몰,PRO-MNI-06,프로틴 드링크 미니 6입,바나나,1,9900,9900,배송완료,기타,,0
OWN-260509-009,2026-05-09,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,1,39500,39500,배송완료,기타,쿠팡 골드박스 단백질 위크,0
OWN-260509-010,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35100,35100,배송완료,인천,쿠팡 골드박스 단백질 위크,0
OWN-260509-011,2026-05-09,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,1,39500,39500,환불,기타,쿠팡 골드박스 단백질 위크,0
OWN-260509-012,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,1,35100,35100,배송완료,인천,쿠팡 골드박스 단백질 위크,0
OWN-260509-013,2026-05-09,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,오리지널,1,39500,39500,배송완료,대전,쿠팡 골드박스 단백질 위크,0
OWN-260509-014,2026-05-09,자사몰,SLM-SHK-21,슬림쉐이크 9종 21입,녹차,1,62900,62900,배송완료,대구,,0
OWN-260509-014,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,35100,35100,배송완료,대구,쿠팡 골드박스 단백질 위크,0
OWN-260509-015,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,35100,35100,배송완료,부산,쿠팡 골드박스 단백질 위크,0
OWN-260509-016,2026-05-09,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,딸기,2,39500,79000,결제완료,서울,쿠팡 골드박스 단백질 위크,0
OWN-260509-016,2026-05-09,자사몰,GRN-CRN-01,그래놀라 크런치,-,1,6900,6900,결제완료,서울,,0
OWN-260509-017,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,35100,35100,배송완료,경기,쿠팡 골드박스 단백질 위크,0
OWN-260509-018,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,초코,1,35100,35100,배송완료,인천,쿠팡 골드박스 단백질 위크,0
OWN-260509-018,2026-05-09,자사몰,PRO-MNI-06,프로틴 드링크 미니 6입,바나나,1,9900,9900,배송완료,인천,,0
OWN-260509-019,2026-05-09,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,1,39500,39500,배송완료,대구,쿠팡 골드박스 단백질 위크,0
OWN-260509-020,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,1,35100,35100,배송완료,대전,쿠팡 골드박스 단백질 위크,0
OWN-260509-020,2026-05-09,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,바나나,1,39500,39500,배송완료,대전,쿠팡 골드박스 단백질 위크,0
OWN-260509-021,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,2,35100,70200,배송완료,서울,쿠팡 골드박스 단백질 위크,0
OWN-260509-021,2026-05-09,자사몰,PRO-MAX-12,프로틴 드링크 맥스 12입,바나나,2,35100,70200,배송완료,서울,쿠팡 골드박스 단백질 위크,0
OWN-260509-022,2026-05-09,자사몰,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,초코,1,39500,39500,배송완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260510-001,2026-05-10,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,1,35800,35800,배송완료,기타,쿠팡 골드박스 단백질 위크,0
CPG-260510-001,2026-05-10,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,1,40300,40300,배송완료,기타,쿠팡 골드박스 단백질 위크,0
CPG-260510-002,2026-05-10,쿠팡,SLM-SHK-35,슬림쉐이크 9종 35입,흑임자,1,91700,91700,배송완료,대구,,0
CPG-260510-003,2026-05-10,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,커피,1,35800,35800,배송완료,부산,쿠팡 골드박스 단백질 위크,0
CPG-260510-004,2026-05-10,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,2,35800,71600,배송완료,서울,쿠팡 골드박스 단백질 위크,0
CPG-260510-005,2026-05-10,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,딸기,1,35800,35800,배송완료,부산,쿠팡 골드박스 단백질 위크,0
CPG-260510-006,2026-05-10,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,1,40300,40300,배송완료,인천,쿠팡 골드박스 단백질 위크,0
CPG-260510-007,2026-05-10,쿠팡,PRO-MAX-12,프로틴 드링크 맥스 12입,오리지널,1,35800,35800,배송완료,대구,쿠팡 골드박스 단백질 위크,0
CPG-260510-008,2026-05-10,쿠팡,PRO-PFT-12,프로틴 드링크 퍼펙트 12입,커피,1,40300,40300,배송완료,인천,쿠팡 골드박스 단백질 위크,0
